CRE,gene,pearson,gCPM,ptsc
chr10:29824860-29825359,Rspo3,0.241739350654403,62.8058364467988,003_L5_6_IT_TPE_ENT_Glut
chr10:29886467-29886966,Rspo3,0.12669798730599,62.8058364467988,003_L5_6_IT_TPE_ENT_Glut
chr11:99392371-99392870,A830036E02Rik,0.198719576893491,97.092696139694,003_L5_6_IT_TPE_ENT_Glut
chr11:99420552-99421051,A830036E02Rik,0.195121032688972,97.092696139694,003_L5_6_IT_TPE_ENT_Glut
chr12:38780797-38781296,Etv1,0.206033865892576,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:38788509-38789008,Etv1,0.134250811200654,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:38818215-38818714,Etv1,0.245877051909482,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:38824244-38824743,Etv1,0.128916381882837,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:38842122-38842621,Etv1,0.102586275186367,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:39073699-39074198,Etv1,0.165572051717471,285.879941565923,003_L5_6_IT_TPE_ENT_Glut
chr12:61322053-61322552,Lrfn5,0.238912641135657,1648.11092713591,003_L5_6_IT_TPE_ENT_Glut
chr12:61515793-61516292,Lrfn5,0.110242369982053,1648.11092713591,003_L5_6_IT_TPE_ENT_Glut
chr12:61687691-61688190,Lrfn5,0.163104591019426,1648.11092713591,003_L5_6_IT_TPE_ENT_Glut
chr13:14453411-14453910,Hecw1,0.141445523088186,539.124511289004,003_L5_6_IT_TPE_ENT_Glut
chr13:14498738-14499237,Hecw1,0.0971410013038044,539.124511289004,003_L5_6_IT_TPE_ENT_Glut
chr13:14517390-14517889,Hecw1,0.113393822578494,539.124511289004,003_L5_6_IT_TPE_ENT_Glut
chr13:74968461-74968960,Pcsk1,0.125708531604649,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr13:74996059-74996558,Pcsk1,0.145784346216302,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr13:75091005-75091504,Pcsk1,0.191493114060208,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr13:75163497-75163996,Pcsk1,0.115365311864753,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr13:75319008-75319507,Pcsk1,0.250895771581135,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr13:75345950-75346449,Pcsk1,0.241820921432964,62.7811873744099,003_L5_6_IT_TPE_ENT_Glut
chr14:108791248-108791747,Slitrk1,0.146311888166271,48.5340235336526,003_L5_6_IT_TPE_ENT_Glut
chr14:108805562-108806061,Slitrk1,0.202138770607737,48.5340235336526,003_L5_6_IT_TPE_ENT_Glut
chr14:108911256-108911755,Slitrk1,0.114396962650069,48.5340235336526,003_L5_6_IT_TPE_ENT_Glut
chr14:17407774-17408273,Thrb,0.194709176946113,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17430875-17431374,Thrb,0.140445801611921,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17433288-17433787,Thrb,0.155503322066194,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17607165-17607664,Thrb,0.129824602609274,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17641733-17642232,Thrb,0.225660953573248,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17734664-17735163,Thrb,0.113467049536488,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17735349-17735848,Thrb,0.100370564792179,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:17743742-17744241,Thrb,0.148429904210268,658.894354026443,003_L5_6_IT_TPE_ENT_Glut
chr14:39356164-39356663,Nrg3,0.0954733787004302,5546.38637450548,003_L5_6_IT_TPE_ENT_Glut
chr15:101355915-101356414,Nr4a1,0.0830242304999936,53.8335740972561,003_L5_6_IT_TPE_ENT_Glut
chr15:20223243-20223742,Cdh12,0.378590023002107,1324.91228997327,003_L5_6_IT_TPE_ENT_Glut
chr15:20223791-20224290,Cdh12,0.243726141378064,1324.91228997327,003_L5_6_IT_TPE_ENT_Glut
chr15:43003430-43003929,Rspo2,0.15109023925113,194.086795989833,003_L5_6_IT_TPE_ENT_Glut
chr15:43060083-43060582,Rspo2,0.100201915162269,194.086795989833,003_L5_6_IT_TPE_ENT_Glut
chr15:43113306-43113805,Rspo2,0.186473283243057,194.086795989833,003_L5_6_IT_TPE_ENT_Glut
chr15:43136263-43136762,Rspo2,0.0995633298817385,194.086795989833,003_L5_6_IT_TPE_ENT_Glut
chr15:43167555-43168054,Rspo2,0.210810367902937,194.086795989833,003_L5_6_IT_TPE_ENT_Glut
chr16:63782063-63782562,Epha3,0.24449378836674,183.38909857307,003_L5_6_IT_TPE_ENT_Glut
chr16:63793743-63794242,Epha3,0.0863658272498864,183.38909857307,003_L5_6_IT_TPE_ENT_Glut
chr16:80893822-80894321,Ncam2,0.125479624193118,1918.28940959014,003_L5_6_IT_TPE_ENT_Glut
chr16:80905053-80905552,Ncam2,0.104334495012881,1918.28940959014,003_L5_6_IT_TPE_ENT_Glut
chr16:80981659-80982158,Ncam2,0.0899547207042583,1918.28940959014,003_L5_6_IT_TPE_ENT_Glut
chr16:81175526-81176025,Ncam2,0.0898133511623559,1918.28940959014,003_L5_6_IT_TPE_ENT_Glut
chr17:51536649-51537148,Satb1,0.219055435040592,97.7335720218042,003_L5_6_IT_TPE_ENT_Glut
chr17:51649377-51649876,Satb1,0.0896905674708203,97.7335720218042,003_L5_6_IT_TPE_ENT_Glut
chr17:55281235-55281734,St6gal2,0.218967490232115,86.148507999043,003_L5_6_IT_TPE_ENT_Glut
chr17:55406025-55406524,St6gal2,0.130258645046429,86.148507999043,003_L5_6_IT_TPE_ENT_Glut
chr17:55457412-55457911,St6gal2,0.127770046777525,86.148507999043,003_L5_6_IT_TPE_ENT_Glut
chr17:55462887-55463386,St6gal2,0.138468933817975,86.148507999043,003_L5_6_IT_TPE_ENT_Glut
chr17:55475785-55476284,St6gal2,0.176496308753824,86.148507999043,003_L5_6_IT_TPE_ENT_Glut
chr18:10102986-10103485,Greb1l,0.154782516888536,155.289156049777,003_L5_6_IT_TPE_ENT_Glut
chr18:10404835-10405334,Greb1l,0.129355790480383,155.289156049777,003_L5_6_IT_TPE_ENT_Glut
chr18:10471138-10471637,Greb1l,0.126459983274024,155.289156049777,003_L5_6_IT_TPE_ENT_Glut
chr18:59208578-59209077,Chsy3,0.10654386649664,694.413667338781,003_L5_6_IT_TPE_ENT_Glut
chr18:59210926-59211425,Chsy3,0.23112112596663,694.413667338781,003_L5_6_IT_TPE_ENT_Glut
chr19:19000818-19001317,Rorb,0.161135132306197,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19005098-19005597,Rorb,0.216668083846627,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19009678-19010177,Rorb,0.294268280264918,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19019213-19019712,Rorb,0.260408711219426,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19029403-19029902,Rorb,0.192900373880162,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19061533-19062032,Rorb,0.277326527784085,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19076544-19077043,Rorb,0.247938898951001,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19108494-19108993,Rorb,0.351176988527609,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19306426-19306925,Rorb,0.238646840923475,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19343612-19344111,Rorb,0.186564664387947,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19344123-19344622,Rorb,0.283365155107389,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19357311-19357810,Rorb,0.227691529170378,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19465869-19466368,Rorb,0.266575241440211,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr19:19466370-19466869,Rorb,0.151214397942267,342.967193218508,003_L5_6_IT_TPE_ENT_Glut
chr1:124777572-124778071,Dpp10,0.149670520363986,1569.30784270875,003_L5_6_IT_TPE_ENT_Glut
chr1:124805118-124805617,Dpp10,0.175875622414925,1569.30784270875,003_L5_6_IT_TPE_ENT_Glut
chr1:140294946-140295445,Kcnt2,0.137675064027752,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140339188-140339687,Kcnt2,0.284255941597738,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140438069-140438568,Kcnt2,0.108784706315389,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140456875-140457374,Kcnt2,0.155846031908146,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140468290-140468789,Kcnt2,0.11821833555585,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140489751-140490250,Kcnt2,0.171737106292051,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:140491695-140492194,Kcnt2,0.0892339081151688,718.323267555969,003_L5_6_IT_TPE_ENT_Glut
chr1:143644121-143644620,B3galt2,0.146946486898329,44.6641191686026,003_L5_6_IT_TPE_ENT_Glut
chr1:56823439-56823938,9130024F11Rik,0.102305223459027,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56833207-56833706,9130024F11Rik,0.154118326673979,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56839356-56839855,9130024F11Rik,0.255743232971233,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56850347-56850846,9130024F11Rik,0.141282567774169,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56892702-56893201,9130024F11Rik,0.246156634104426,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56900120-56900619,9130024F11Rik,0.277844938640445,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56900847-56901346,9130024F11Rik,0.239149132772089,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56911231-56911730,9130024F11Rik,0.135343608398874,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56914187-56914686,9130024F11Rik,0.164911239588973,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56920379-56920878,9130024F11Rik,0.117386387426031,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56928702-56929201,9130024F11Rik,0.111378267785858,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56955684-56956183,Satb2,0.0921200813440993,221.989545934015,003_L5_6_IT_TPE_ENT_Glut
chr1:56957894-56958393,9130024F11Rik,0.255707832347202,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56964475-56964974,9130024F11Rik,0.106907720282641,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:56969180-56969679,9130024F11Rik,0.221422606127269,47.276920841821,003_L5_6_IT_TPE_ENT_Glut
chr1:9591855-9592354,Vxn,0.132628653089418,93.1488445574774,003_L5_6_IT_TPE_ENT_Glut
chr1:9602243-9602742,Vxn,0.269575302164549,93.1488445574774,003_L5_6_IT_TPE_ENT_Glut
chr1:9609186-9609685,Vxn,0.29108448021392,93.1488445574774,003_L5_6_IT_TPE_ENT_Glut
chr1:9616118-9616617,2610203C22Rik,0.369099857043661,96.1067332441399,003_L5_6_IT_TPE_ENT_Glut
chr1:9619425-9619924,Vxn,0.199176275120275,93.1488445574774,003_L5_6_IT_TPE_ENT_Glut
chr1:9627223-9627722,Vxn,0.305037675880024,93.1488445574774,003_L5_6_IT_TPE_ENT_Glut
chr4:110165174-110165673,Elavl4,0.173877416303955,220.239461794406,003_L5_6_IT_TPE_ENT_Glut
chr4:110165880-110166379,Agbl4,0.126040724769501,1576.94905514929,003_L5_6_IT_TPE_ENT_Glut
chr4:110227569-110228068,Elavl4,0.201924031994588,220.239461794406,003_L5_6_IT_TPE_ENT_Glut
chr4:110285826-110286325,Elavl4,0.106589311412318,220.239461794406,003_L5_6_IT_TPE_ENT_Glut
chr4:110427590-110428089,Elavl4,0.141671353853902,220.239461794406,003_L5_6_IT_TPE_ENT_Glut
chr4:110529839-110530338,Elavl4,0.104484722257027,220.239461794406,003_L5_6_IT_TPE_ENT_Glut
chr4:110641376-110641875,Agbl4,0.0929587015892361,1576.94905514929,003_L5_6_IT_TPE_ENT_Glut
chr4:42921624-42922123,Phf24,0.260732910692699,263.572531054011,003_L5_6_IT_TPE_ENT_Glut
chr4:42924224-42924723,Phf24,0.116658400790653,263.572531054011,003_L5_6_IT_TPE_ENT_Glut
chr4:42944114-42944613,Phf24,0.180053395397012,263.572531054011,003_L5_6_IT_TPE_ENT_Glut
chr4:42946764-42947263,Phf24,0.274109716993696,263.572531054011,003_L5_6_IT_TPE_ENT_Glut
chr4:78205004-78205503,Ptprd,0.0964128379001361,9928.37521843392,003_L5_6_IT_TPE_ENT_Glut
chr5:135025882-135026381,Stx1a,0.204836031842827,85.3597376825997,003_L5_6_IT_TPE_ENT_Glut
chr5:135035539-135036038,Stx1a,0.127486672256881,85.3597376825997,003_L5_6_IT_TPE_ENT_Glut
chr5:135036126-135036625,Stx1a,0.154325011304144,85.3597376825997,003_L5_6_IT_TPE_ENT_Glut
chr5:135179012-135179511,Stx1a,0.196189285483941,85.3597376825997,003_L5_6_IT_TPE_ENT_Glut
chr5:135471734-135472233,Stx1a,0.134592867935901,85.3597376825997,003_L5_6_IT_TPE_ENT_Glut
chr5:47948291-47948790,Slit2,0.254193722184098,369.193806240248,003_L5_6_IT_TPE_ENT_Glut
chr5:47984225-47984724,Slit2,0.440815601350029,369.193806240248,003_L5_6_IT_TPE_ENT_Glut
chr5:7284295-7284794,Zfp804b,0.0810679047860204,721.52764696652,003_L5_6_IT_TPE_ENT_Glut
chr6:79833790-79834289,Lrrtm4,0.315319672853416,5124.56679871503,003_L5_6_IT_TPE_ENT_Glut
